Source,Target,Year,Weight,Type,Layer
CHN,IRN,2010,51.75,Directed,Arms
CHN,IRN,2011,44.75,Directed,Arms
CHN,IRN,2012,27.75,Directed,Arms
CHN,IRN,2013,9.75,Directed,Arms
CHN,IRN,2014,9.75,Directed,Arms
CHN,IRN,2015,7.25,Directed,Arms
CHN,IRQ,2004,20.0,Directed,Arms
CHN,IRQ,2015,43.0,Directed,Arms
CHN,IRQ,2016,43.0,Directed,Arms
CHN,IRQ,2024,7.85,Directed,Arms
CHN,JOR,2005,37.5,Directed,Arms
CHN,JOR,2010,2.4,Directed,Arms
CHN,JOR,2014,1.4,Directed,Arms
CHN,JOR,2016,24.0,Directed,Arms
CHN,JOR,2023,5.5,Directed,Arms
CHN,JOR,2024,5.5,Directed,Arms
CHN,KAZ,2016,11.0,Directed,Arms
CHN,KEN,1997,15.0,Directed,Arms
CHN,KEN,2000,15.0,Directed,Arms
CHN,KEN,2007,11.2,Directed,Arms
CHN,KEN,2010,13.0,Directed,Arms
CHN,KEN,2014,6.5,Directed,Arms
CHN,KEN,2015,9.75,Directed,Arms
CHN,KEN,2016,13.1,Directed,Arms
CHN,KEN,2018,0.8,Directed,Arms
CHN,KHM,1994,5.0,Directed,Arms
CHN,KHM,2007,56.0,Directed,Arms
CHN,KHM,2009,4.0,Directed,Arms
CHN,KHM,2012,16.0,Directed,Arms
CHN,KHM,2013,39.0,Directed,Arms
CHN,KHM,2018,2.25,Directed,Arms
CHN,KHM,2019,0.75,Directed,Arms
CHN,KHM,2021,28.8,Directed,Arms
CHN,KHM,2022,31.8,Directed,Arms
CHN,KHM,2023,53.8,Directed,Arms
CHN,KWT,2000,34.0,Directed,Arms
CHN,KWT,2001,16.8,Directed,Arms
CHN,KWT,2002,22.200000000000003,Directed,Arms
CHN,KWT,2003,23.200000000000003,Directed,Arms
CHN,LAO,2008,6.5,Directed,Arms
CHN,LAO,2012,16.0,Directed,Arms
CHN,LAO,2013,16.0,Directed,Arms
CHN,LAO,2015,0.96,Directed,Arms
CHN,LAO,2017,1.95,Directed,Arms
CHN,LAO,2018,53.05,Directed,Arms
CHN,LAO,2019,8.9,Directed,Arms
CHN,LAO,2023,3.2,Directed,Arms
CHN,LKA,1992,18.6,Directed,Arms
CHN,LKA,1994,23.0,Directed,Arms
CHN,LKA,1995,15.0,Directed,Arms
CHN,LKA,1996,52.0,Directed,Arms
CHN,LKA,1998,28.0,Directed,Arms
CHN,LKA,1999,18.0,Directed,Arms
CHN,LKA,2000,27.95,Directed,Arms
CHN,LKA,2001,21.95,Directed,Arms
CHN,LKA,2002,3.5,Directed,Arms
CHN,LKA,2003,8.75,Directed,Arms
CHN,LKA,2004,18.75,Directed,Arms
CHN,LKA,2005,29.25,Directed,Arms
CHN,LKA,2006,50.25,Directed,Arms
CHN,LKA,2007,48.5,Directed,Arms
CHN,LKA,2008,66.63,Directed,Arms
CHN,LKA,2010,5.0,Directed,Arms
CHN,LKA,2018,1.14,Directed,Arms
CHN,LKA,2019,59.4,Directed,Arms
CHN,LKA,2023,5.0,Directed,Arms
CHN,MAR,2010,215.2,Directed,Arms
CHN,MAR,2011,33.85,Directed,Arms
CHN,MAR,2012,34.4,Directed,Arms
CHN,MAR,2017,120.0,Directed,Arms
CHN,MAR,2018,75.0,Directed,Arms
CHN,MAR,2022,8.0,Directed,Arms
CHN,MAR,2023,8.0,Directed,Arms
CHN,MEX,2006,5.85,Directed,Arms
CHN,MLI,2000,6.5,Directed,Arms
CHN,MLI,2017,5.39,Directed,Arms
CHN,MLI,2021,2.45,Directed,Arms
CHN,MLI,2023,17.25,Directed,Arms
CHN,MMR,1992,14.25,Directed,Arms
CHN,MMR,1993,330.98,Directed,Arms
CHN,MMR,1994,93.48,Directed,Arms
CHN,MMR,1995,173.52,Directed,Arms
CHN,MMR,1996,115.02,Directed,Arms
CHN,MMR,1997,194.52,Directed,Arms
CHN,MMR,1998,156.28,Directed,Arms
CHN,MMR,1999,115.8,Directed,Arms
CHN,MMR,2000,2.5,Directed,Arms
CHN,MMR,2001,50.0,Directed,Arms
CHN,MMR,2002,8.5,Directed,Arms
CHN,MMR,2003,56.5,Directed,Arms
CHN,MMR,2004,72.0,Directed,Arms
CHN,MMR,2005,20.25,Directed,Arms
CHN,MMR,2006,12.0,Directed,Arms
CHN,MMR,2007,3.9,Directed,Arms
CHN,MMR,2008,12.8,Directed,Arms
CHN,MMR,2009,19.4,Directed,Arms
CHN,MMR,2010,5.0,Directed,Arms
CHN,MMR,2011,277.3,Directed,Arms
CHN,MMR,2012,253.9,Directed,Arms
CHN,MMR,2013,188.5,Directed,Arms
CHN,MMR,2014,68.4,Directed,Arms
CHN,MMR,2015,190.15,Directed,Arms
CHN,MMR,2016,213.25,Directed,Arms
CHN,MMR,2017,110.5,Directed,Arms
CHN,MMR,2018,105.9,Directed,Arms
CHN,MMR,2019,58.75,Directed,Arms
CHN,MMR,2020,3.75,Directed,Arms
CHN,MMR,2021,55.75,Directed,Arms
CHN,MMR,2022,102.4,Directed,Arms
CHN,MMR,2024,89.5,Directed,Arms
CHN,MOZ,2014,4.2,Directed,Arms
CHN,MOZ,2016,3.24,Directed,Arms
CHN,MOZ,2018,3.45,Directed,Arms
CHN,MRT,1995,2.5,Directed,Arms
CHN,MRT,1996,2.5,Directed,Arms
CHN,MRT,1997,8.0,Directed,Arms
CHN,MRT,2002,17.0,Directed,Arms
CHN,MRT,2003,6.5,Directed,Arms
CHN,MRT,2010,7.2,Directed,Arms
CHN,MRT,2016,34.0,Directed,Arms
CHN,MRT,2019,25.0,Directed,Arms
CHN,MRT,2023,2.4,Directed,Arms
CHN,MRT,2024,123.5,Directed,Arms
CHN,MWI,2022,16.0,Directed,Arms
CHN,MYS,2009,5.12,Directed,Arms
CHN,MYS,2019,27.5,Directed,Arms
CHN,MYS,2021,55.0,Directed,Arms
CHN,MYS,2022,27.5,Directed,Arms
CHN,NAM,1997,5.0,Directed,Arms
CHN,NAM,2001,14.0,Directed,Arms
CHN,NAM,2006,75.0,Directed,Arms
CHN,NAM,2008,25.0,Directed,Arms
CHN,NAM,2009,4.62,Directed,Arms
CHN,NAM,2012,51.5,Directed,Arms
CHN,NAM,2013,9.0,Directed,Arms
CHN,NAM,2016,3.36,Directed,Arms
CHN,NAM,2017,33.64,Directed,Arms
CHN,NAM,2024,54.0,Directed,Arms
CHN,NER,2009,1.09,Directed,Arms
CHN,NER,2017,3.0,Directed,Arms
CHN,NGA,2010,189.7,Directed,Arms
CHN,NGA,2014,68.5,Directed,Arms
CHN,NGA,2015,28.0,Directed,Arms
CHN,NGA,2016,37.0,Directed,Arms
CHN,NGA,2020,49.6,Directed,Arms
CHN,NGA,2021,118.8,Directed,Arms
CHN,NGA,2022,36.5,Directed,Arms
CHN,NGA,2023,24.5,Directed,Arms
CHN,NGA,2024,2.8,Directed,Arms
CHN,NPL,2005,1.75,Directed,Arms
CHN,NPL,2016,8.7,Directed,Arms
CHN,NPL,2017,0.6,Directed,Arms
CHN,NPL,2019,14.85,Directed,Arms
CHN,NPL,2021,0.3,Directed,Arms
CHN,OMN,2002,3.6,Directed,Arms
CHN,OMN,2003,17.5,Directed,Arms
CHN,PAK,1992,182.8,Directed,Arms
CHN,PAK,1993,688.6,Directed,Arms
CHN,PAK,1994,319.15,Directed,Arms
CHN,PAK,1995,234.45,Directed,Arms
CHN,PAK,1996,116.95,Directed,Arms
CHN,PAK,1997,93.55,Directed,Arms
CHN,PAK,1998,91.3,Directed,Arms
CHN,PAK,1999,72.4,Directed,Arms
CHN,PAK,2000,69.0,Directed,Arms
CHN,PAK,2001,297.5,Directed,Arms
CHN,PAK,2002,286.0,Directed,Arms
CHN,PAK,2003,266.5,Directed,Arms
CHN,PAK,2004,76.05,Directed,Arms
CHN,PAK,2005,76.5,Directed,Arms
CHN,PAK,2006,94.5,Directed,Arms
CHN,PAK,2007,141.6,Directed,Arms
CHN,PAK,2008,246.5,Directed,Arms
CHN,PAK,2009,746.8,Directed,Arms
CHN,PAK,2010,741.7,Directed,Arms
CHN,PAK,2011,589.9,Directed,Arms
CHN,PAK,2012,590.85,Directed,Arms
CHN,PAK,2013,725.35,Directed,Arms
CHN,PAK,2014,465.2,Directed,Arms
CHN,PAK,2015,546.05,Directed,Arms
CHN,PAK,2016,715.78,Directed,Arms
CHN,PAK,2017,685.75,Directed,Arms
CHN,PAK,2018,502.1,Directed,Arms
CHN,PAK,2019,528.5,Directed,Arms
CHN,PAK,2020,402.7,Directed,Arms
CHN,PAK,2021,907.58,Directed,Arms
CHN,PAK,2022,1333.0,Directed,Arms
CHN,PAK,2023,2001.2,Directed,Arms
CHN,PAK,2024,640.1,Directed,Arms
CHN,PER,1992,7.5,Directed,Arms
CHN,PER,2009,0.8,Directed,Arms
CHN,PER,2010,1.2,Directed,Arms
CHN,PER,2015,16.2,Directed,Arms
CHN,PNG,2017,0.35,Directed,Arms
CHN,PRK,1992,5.0,Directed,Arms
CHN,PRK,1993,55.0,Directed,Arms
CHN,PRK,1994,5.0,Directed,Arms
CHN,PRK,1995,50.0,Directed,Arms
CHN,QAT,2017,29.4,Directed,Arms
CHN,QAT,2018,88.2,Directed,Arms
CHN,RUS,2018,9.6,Directed,Arms
CHN,RUS,2019,4.8,Directed,Arms
CHN,RUS,2021,4.8,Directed,Arms
CHN,RUS,2022,4.8,Directed,Arms
CHN,RUS,2023,6.0,Directed,Arms
CHN,RWA,2007,7.5,Directed,Arms
CHN,RWA,2008,2.6,Directed,Arms
CHN,RWA,2017,1.0,Directed,Arms
CHN,RWA,2018,3.1,Directed,Arms
CHN,RWA,2023,37.0,Directed,Arms
CHN,SAU,2008,36.45,Directed,Arms
CHN,SAU,2009,36.45,Directed,Arms
CHN,SAU,2015,35.0,Directed,Arms
CHN,SAU,2016,35.0,Directed,Arms
CHN,SAU,2017,55.0,Directed,Arms
CHN,SAU,2018,75.5,Directed,Arms
CHN,SAU,2019,40.0,Directed,Arms
CHN,SAU,2020,40.0,Directed,Arms
CHN,SAU,2021,65.0,Directed,Arms
CHN,SAU,2022,20.0,Directed,Arms
CHN,SDN,1992,6.3,Directed,Arms
CHN,SDN,1997,54.0,Directed,Arms
CHN,SDN,2001,2.5,Directed,Arms
CHN,SDN,2002,16.0,Directed,Arms
CHN,SDN,2003,97.0,Directed,Arms
CHN,SDN,2004,16.0,Directed,Arms
CHN,SDN,2005,18.28,Directed,Arms
CHN,SDN,2006,63.0,Directed,Arms
CHN,SDN,2007,14.0,Directed,Arms
CHN,SDN,2008,7.0,Directed,Arms
CHN,SDN,2009,5.5,Directed,Arms
CHN,SDN,2010,16.75,Directed,Arms
CHN,SDN,2011,18.0,Directed,Arms
CHN,SDN,2012,46.75,Directed,Arms
CHN,SDN,2013,45.0,Directed,Arms
CHN,SDN,2014,37.4,Directed,Arms
CHN,SDN,2015,43.5,Directed,Arms
CHN,SDN,2016,18.0,Directed,Arms
CHN,SDN,2017,41.2,Directed,Arms
CHN,SDN,2018,32.2,Directed,Arms
CHN,SEN,2016,15.95,Directed,Arms
CHN,SEN,2017,20.55,Directed,Arms
CHN,SEN,2023,7.32,Directed,Arms
CHN,SLE,1997,9.0,Directed,Arms
CHN,SLE,2006,9.0,Directed,Arms
CHN,SLE,2011,2.1,Directed,Arms
CHN,SLE,2015,0.9,Directed,Arms
CHN,SLE,2016,2.1,Directed,Arms
CHN,SOM,2017,1.8,Directed,Arms
CHN,SRB,2020,6.5,Directed,Arms
CHN,SRB,2022,157.0,Directed,Arms
CHN,SRB,2023,328.0,Directed,Arms
CHN,SRB,2024,75.0,Directed,Arms
CHN,SSD,2014,12.0,Directed,Arms
CHN,SVK,2017,13.2,Directed,Arms
CHN,SYC,2011,5.0,Directed,Arms
CHN,SYC,2014,10.0,Directed,Arms
CHN,SYR,2009,56.0,Directed,Arms
CHN,SYR,2010,15.0,Directed,Arms
CHN,SYR,2014,5.0,Directed,Arms
CHN,TCD,2007,4.9,Directed,Arms
CHN,TCD,2008,2.2,Directed,Arms
CHN,TCD,2010,15.6,Directed,Arms
CHN,TCD,2013,39.0,Directed,Arms
CHN,TCD,2021,25.0,Directed,Arms
CHN,THA,1992,187.25,Directed,Arms
CHN,THA,1994,239.25,Directed,Arms
CHN,THA,1995,239.25,Directed,Arms
CHN,THA,1996,150.0,Directed,Arms
CHN,THA,2000,21.0,Directed,Arms
CHN,THA,2005,63.25,Directed,Arms
CHN,THA,2006,63.25,Directed,Arms
CHN,THA,2009,10.8,Directed,Arms
CHN,THA,2011,2.7,Directed,Arms
CHN,THA,2012,18.0,Directed,Arms
CHN,THA,2013,22.4,Directed,Arms
CHN,THA,2014,7.2,Directed,Arms
CHN,THA,2015,0.56,Directed,Arms
CHN,THA,2016,75.4,Directed,Arms
CHN,THA,2017,126.2,Directed,Arms
CHN,THA,2018,52.4,Directed,Arms
CHN,THA,2019,97.1,Directed,Arms
CHN,THA,2020,5.5,Directed,Arms
CHN,THA,2021,29.05,Directed,Arms
CHN,THA,2022,157.0,Directed,Arms
CHN,THA,2023,197.9,Directed,Arms
CHN,TJK,2018,3.0,Directed,Arms
CHN,TJK,2019,1.4,Directed,Arms
CHN,TKM,2016,230.1,Directed,Arms
CHN,TKM,2017,15.5,Directed,Arms
CHN,TLS,2010,18.0,Directed,Arms
CHN,TTO,2015,16.0,Directed,Arms
CHN,TUN,1994,27.0,Directed,Arms
CHN,TUR,1998,7.2,Directed,Arms
CHN,TUR,1999,7.2,Directed,Arms
CHN,TUR,2000,7.2,Directed,Arms
CHN,TUR,2002,7.0,Directed,Arms
CHN,TUR,2003,7.0,Directed,Arms
CHN,TUR,2004,14.0,Directed,Arms
CHN,TUR,2005,14.0,Directed,Arms
CHN,TUR,2006,28.0,Directed,Arms
CHN,TUR,2007,35.0,Directed,Arms
CHN,TUR,2008,35.0,Directed,Arms
CHN,TUR,2009,35.0,Directed,Arms
CHN,TUR,2010,35.0,Directed,Arms
CHN,TUR,2011,35.0,Directed,Arms
CHN,TUR,2012,35.0,Directed,Arms
CHN,TZA,1992,18.0,Directed,Arms
CHN,TZA,1994,5.0,Directed,Arms
CHN,TZA,2002,0.76,Directed,Arms
CHN,TZA,2003,46.0,Directed,Arms
CHN,TZA,2006,0.26,Directed,Arms
CHN,TZA,2007,0.26,Directed,Arms
CHN,TZA,2009,25.0,Directed,Arms
CHN,TZA,2011,75.85,Directed,Arms
CHN,TZA,2012,113.65,Directed,Arms
CHN,TZA,2013,117.9,Directed,Arms
CHN,TZA,2014,13.5,Directed,Arms
CHN,TZA,2015,20.0,Directed,Arms
CHN,TZA,2017,1.56,Directed,Arms
CHN,TZA,2021,28.5,Directed,Arms
CHN,UGA,2008,13.5,Directed,Arms
CHN,UGA,2021,0.7,Directed,Arms
CHN,UZB,2014,16.2,Directed,Arms
CHN,UZB,2018,107.0,Directed,Arms
CHN,VEN,2006,13.5,Directed,Arms
CHN,VEN,2007,27.0,Directed,Arms
CHN,VEN,2008,40.5,Directed,Arms
CHN,VEN,2009,54.0,Directed,Arms
CHN,VEN,2010,89.0,Directed,Arms
CHN,VEN,2011,7.5,Directed,Arms
CHN,VEN,2012,50.8,Directed,Arms
CHN,VEN,2013,96.96,Directed,Arms
CHN,VEN,2014,71.7,Directed,Arms
CHN,VEN,2015,99.4,Directed,Arms
CHN,VEN,2016,75.7,Directed,Arms
CHN,VEN,2023,30.0,Directed,Arms
CHN,YEM,1995,146.25,Directed,Arms
CHN,ZMB,1996,7.5,Directed,Arms
CHN,ZMB,2000,38.5,Directed,Arms
CHN,ZMB,2006,23.5,Directed,Arms
CHN,ZMB,2007,5.0,Directed,Arms
CHN,ZMB,2008,1.75,Directed,Arms
CHN,ZMB,2012,50.75,Directed,Arms
CHN,ZMB,2016,32.75,Directed,Arms
CHN,ZMB,2017,32.75,Directed,Arms
CHN,ZMB,2020,1.8,Directed,Arms
CHN,ZWE,2004,13.5,Directed,Arms
CHN,ZWE,2005,21.0,Directed,Arms
CHN,ZWE,2006,21.0,Directed,Arms
CHN,ZWE,2023,20.4,Directed,Arms
COD,FRA,1997,22.4,Directed,Arms
COL,GTM,2019,10.0,Directed,Arms
COL,HND,2017,10.0,Directed,Arms
COL,MEX,2002,5.8,Directed,Arms
COL,PER,2020,4.4,Directed,Arms
COL,SUR,2012,0.16,Directed,Arms
CRI,COG,2009,2.9,Directed,Arms
CRI,GUY,2008,0.28,Directed,Arms
CYP,PER,1996,33.6,Directed,Arms
CYP,SRB,2023,39.6,Directed,Arms
CZE,AFG,2007,14.36,Directed,Arms
CZE,AFG,2008,31.19,Directed,Arms
CZE,AFG,2009,16.83,Directed,Arms
CZE,AGO,1999,4.32,Directed,Arms
CZE,AGO,2000,6.96,Directed,Arms
CZE,AGO,2007,5.8,Directed,Arms
CZE,AZE,2017,4.68,Directed,Arms
CZE,AZE,2018,6.12,Directed,Arms
CZE,BGD,1995,32.0,Directed,Arms
CZE,BGD,2015,7.8,Directed,Arms
CZE,BGR,2021,0.4,Directed,Arms
CZE,BOL,2016,0.9,Directed,Arms
CZE,BRA,2017,0.8,Directed,Arms
CZE,BRA,2018,0.8,Directed,Arms
CZE,BRA,2019,0.8,Directed,Arms
CZE,BRA,2020,0.8,Directed,Arms
CZE,BRA,2021,0.4,Directed,Arms
CZE,CYP,2007,0.7,Directed,Arms
CZE,DZA,1994,18.0,Directed,Arms
CZE,DZA,1995,0.12,Directed,Arms
CZE,DZA,1996,24.5,Directed,Arms
CZE,DZA,2002,32.0,Directed,Arms
CZE,DZA,2003,36.0,Directed,Arms
CZE,EGY,1993,162.5,Directed,Arms
CZE,EGY,1994,149.5,Directed,Arms
CZE,EGY,1995,6.5,Directed,Arms
CZE,EGY,1996,0.85,Directed,Arms
CZE,EGY,1997,0.85,Directed,Arms
CZE,EST,2005,12.0,Directed,Arms
CZE,ETH,1997,7.0,Directed,Arms
CZE,ETH,1998,7.0,Directed,Arms
CZE,GEO,2000,6.0,Directed,Arms
CZE,GEO,2001,66.84,Directed,Arms
CZE,GEO,2003,0.8,Directed,Arms
CZE,GEO,2004,0.72,Directed,Arms
CZE,GEO,2005,20.78,Directed,Arms
CZE,GEO,2006,43.56,Directed,Arms
CZE,GEO,2007,4.28,Directed,Arms
CZE,GEO,2009,4.32,Directed,Arms
CZE,GHA,1999,6.6,Directed,Arms
CZE,GNQ,2007,7.2,Directed,Arms
CZE,HRV,2007,0.2,Directed,Arms
CZE,HRV,2008,0.3,Directed,Arms
CZE,HUN,1995,0.72,Directed,Arms
CZE,HUN,2017,0.2,Directed,Arms
CZE,HUN,2018,0.34,Directed,Arms
CZE,HUN,2020,0.4,Directed,Arms
CZE,IDN,2003,1.44,Directed,Arms
CZE,IDN,2004,0.72,Directed,Arms
CZE,IDN,2008,1.08,Directed,Arms
CZE,IDN,2016,7.6,Directed,Arms
CZE,IDN,2019,12.0,Directed,Arms
CZE,IDN,2022,13.3,Directed,Arms
CZE,IDN,2023,13.3,Directed,Arms
CZE,IND,2000,0.09,Directed,Arms
CZE,IND,2001,0.09,Directed,Arms
CZE,IND,2002,0.09,Directed,Arms
CZE,IND,2003,0.09,Directed,Arms
CZE,IND,2004,0.18,Directed,Arms
CZE,IND,2005,0.18,Directed,Arms
CZE,IND,2006,0.18,Directed,Arms
CZE,IND,2007,0.18,Directed,Arms
CZE,IND,2008,0.18,Directed,Arms
CZE,IND,2009,0.18,Directed,Arms
CZE,IND,2010,0.18,Directed,Arms
CZE,IND,2011,0.18,Directed,Arms
CZE,IND,2012,0.18,Directed,Arms
CZE,IND,2013,0.18,Directed,Arms
CZE,IND,2014,0.18,Directed,Arms
CZE,IND,2015,0.18,Directed,Arms
CZE,IND,2016,0.18,Directed,Arms
CZE,IND,2017,0.27,Directed,Arms
CZE,IND,2018,0.27,Directed,Arms
CZE,IND,2019,0.27,Directed,Arms
CZE,IND,2020,0.27,Directed,Arms
CZE,IND,2021,0.54,Directed,Arms
CZE,IND,2022,0.54,Directed,Arms
CZE,IND,2023,0.54,Directed,Arms
CZE,IND,2024,0.54,Directed,Arms
CZE,IRQ,2014,4.16,Directed,Arms
CZE,IRQ,2015,86.12,Directed,Arms
CZE,IRQ,2016,78.32,Directed,Arms
CZE,IRQ,2017,16.0,Directed,Arms
CZE,IRQ,2018,10.0,Directed,Arms
CZE,KAZ,2023,5.2,Directed,Arms
CZE,KHM,1994,27.12,Directed,Arms
CZE,KHM,2013,29.16,Directed,Arms
CZE,LKA,1996,9.0,Directed,Arms
CZE,LKA,1997,1.8,Directed,Arms
CZE,LKA,2000,9.48,Directed,Arms
CZE,LKA,2001,18.6,Directed,Arms
CZE,LKA,2002,0.92,Directed,Arms
CZE,LKA,2003,6.44,Directed,Arms
CZE,LTU,1995,1.8,Directed,Arms
CZE,LTU,1998,8.0,Directed,Arms
CZE,LVA,1995,6.24,Directed,Arms
CZE,LVA,2001,3.0,Directed,Arms
CZE,MEX,2002,1.0,Directed,Arms
CZE,MEX,2013,0.5,Directed,Arms
CZE,MEX,2014,1.5,Directed,Arms
CZE,MEX,2015,0.34,Directed,Arms
CZE,MKD,1995,0.4,Directed,Arms
CZE,MLI,2005,12.84,Directed,Arms
CZE,NGA,2014,2.88,Directed,Arms
CZE,NGA,2015,27.64,Directed,Arms
CZE,NPL,2008,0.96,Directed,Arms
CZE,PER,1998,1.44,Directed,Arms
CZE,PER,1999,1.2,Directed,Arms
CZE,POL,1993,4.2,Directed,Arms
CZE,POL,1994,4.2,Directed,Arms
CZE,POL,1995,53.760000000000005,Directed,Arms
CZE,POL,1996,37.24,Directed,Arms
CZE,POL,2013,0.44,Directed,Arms
CZE,RUS,2011,10.4,Directed,Arms
CZE,RUS,2012,7.8,Directed,Arms
CZE,RUS,2013,5.2,Directed,Arms
CZE,RUS,2014,5.2,Directed,Arms
CZE,RUS,2015,13.0,Directed,Arms
CZE,RUS,2016,15.6,Directed,Arms
CZE,RUS,2017,15.6,Directed,Arms
CZE,SVK,2009,2.6,Directed,Arms
CZE,SVK,2010,2.6,Directed,Arms
CZE,SVK,2013,5.2,Directed,Arms
CZE,SVK,2021,0.96,Directed,Arms
CZE,SVK,2022,1.04,Directed,Arms
CZE,SVN,1995,0.3,Directed,Arms
CZE,SVN,1996,0.5,Directed,Arms
CZE,SYR,1992,201.69,Directed,Arms
CZE,THA,1993,32.0,Directed,Arms
CZE,THA,1994,112.0,Directed,Arms
CZE,THA,1996,8.0,Directed,Arms
CZE,THA,1997,8.0,Directed,Arms
CZE,TKM,2016,2.16,Directed,Arms
CZE,TUN,1994,7.8,Directed,Arms
CZE,TUN,1995,32.5,Directed,Arms
CZE,TUN,1996,39.0,Directed,Arms
CZE,TUN,1997,6.5,Directed,Arms
CZE,UGA,2002,3.42,Directed,Arms
CZE,UGA,2018,1.12,Directed,Arms
CZE,UGA,2020,11.16,Directed,Arms
CZE,UGA,2021,3.6,Directed,Arms
CZE,UKR,2018,45.7,Directed,Arms
CZE,UKR,2019,6.4,Directed,Arms
CZE,UKR,2020,13.32,Directed,Arms
CZE,UKR,2022,148.24,Directed,Arms
CZE,UKR,2023,85.7,Directed,Arms
CZE,UKR,2024,92.2,Directed,Arms
CZE,URY,1995,11.88,Directed,Arms
CZE,URY,1996,4.32,Directed,Arms
CZE,URY,1998,4.2,Directed,Arms
CZE,URY,1999,3.92,Directed,Arms
CZE,USA,2015,4.0,Directed,Arms
CZE,USA,2016,12.0,Directed,Arms
CZE,USA,2017,40.0,Directed,Arms
CZE,USA,2018,28.0,Directed,Arms
CZE,VNM,2003,20.0,Directed,Arms
CZE,VNM,2005,26.0,Directed,Arms
CZE,VNM,2014,12.0,Directed,Arms
CZE,VNM,2015,12.0,Directed,Arms
CZE,VNM,2016,24.0,Directed,Arms
CZE,VNM,2024,41.4,Directed,Arms
CZE,YEM,1999,42.0,Directed,Arms
CZE,YEM,2000,58.2,Directed,Arms
CZE,YEM,2002,22.2,Directed,Arms
CZE,YEM,2010,1.92,Directed,Arms
CZE,YEM,2013,0.64,Directed,Arms
CZE,ZWE,1992,18.0,Directed,Arms
CZE,ZWE,2000,2.16,Directed,Arms
DEU,ALB,2007,4.75,Directed,Arms
DEU,ALB,2015,6.5,Directed,Arms
DEU,ARE,1994,1.5,Directed,Arms
DEU,ARE,1995,7.5,Directed,Arms
DEU,ARE,1996,17.4,Directed,Arms
DEU,ARE,1997,21.6,Directed,Arms
DEU,ARE,1998,20.1,Directed,Arms
DEU,ARE,1999,19.5,Directed,Arms
DEU,ARE,2000,10.5,Directed,Arms
DEU,ARE,2001,10.5,Directed,Arms
DEU,ARE,2002,10.2,Directed,Arms
DEU,ARE,2003,4.2,Directed,Arms
DEU,ARE,2004,4.859999999999999,Directed,Arms
DEU,ARE,2005,4.04,Directed,Arms
DEU,ARE,2006,46.7,Directed,Arms
DEU,ARE,2007,3.5,Directed,Arms
DEU,ARE,2008,4.15,Directed,Arms
DEU,ARE,2009,6.85,Directed,Arms
DEU,ARE,2010,32.1,Directed,Arms
DEU,ARE,2011,6.0,Directed,Arms
DEU,ARE,2013,18.8,Directed,Arms
DEU,ARE,2014,70.0,Directed,Arms
DEU,ARE,2015,8.0,Directed,Arms
DEU,ARE,2016,11.0,Directed,Arms
DEU,ARE,2017,20.6,Directed,Arms
DEU,ARE,2018,5.0,Directed,Arms
DEU,ARE,2019,15.0,Directed,Arms
DEU,ARE,2020,30.0,Directed,Arms
DEU,ARE,2021,5.0,Directed,Arms
DEU,ARE,2024,10.0,Directed,Arms
DEU,ARG,1994,161.0,Directed,Arms
DEU,ARG,1995,7.0,Directed,Arms
DEU,ARG,1997,17.5,Directed,Arms
DEU,ARG,1998,24.5,Directed,Arms
DEU,ARG,2000,123.0,Directed,Arms
DEU,ARG,2004,123.0,Directed,Arms
DEU,ARG,2013,1.6,Directed,Arms
DEU,ARG,2014,2.4,Directed,Arms
DEU,AUS,1996,251.25,Directed,Arms
DEU,AUS,1998,251.25,Directed,Arms
DEU,AUS,2001,251.25,Directed,Arms
DEU,AUS,2002,251.25,Directed,Arms
DEU,AUS,2003,251.25,Directed,Arms
DEU,AUS,2004,251.25,Directed,Arms
DEU,AUS,2005,251.25,Directed,Arms
DEU,AUS,2006,251.25,Directed,Arms
DEU,AUS,2007,1.4,Directed,Arms
DEU,AUS,2008,32.01,Directed,Arms
DEU,AUS,2009,13.3,Directed,Arms
DEU,AUS,2010,35.0,Directed,Arms
DEU,AUS,2011,28.7,Directed,Arms
DEU,AUS,2012,14.35,Directed,Arms
DEU,AUS,2014,6.0,Directed,Arms
DEU,AUS,2015,8.25,Directed,Arms
DEU,AUS,2016,20.25,Directed,Arms
DEU,AUS,2017,11.25,Directed,Arms
DEU,AUS,2020,9.0,Directed,Arms
DEU,AUS,2021,12.0,Directed,Arms
DEU,AUS,2022,20.35,Directed,Arms
DEU,AUS,2024,22.75,Directed,Arms
DEU,AUT,1995,1.5,Directed,Arms
DEU,AUT,1997,64.5,Directed,Arms
DEU,AUT,1998,30.0,Directed,Arms
DEU,AUT,2001,0.22,Directed,Arms
DEU,AUT,2002,3.3,Directed,Arms
DEU,AUT,2003,4.3,Directed,Arms
DEU,AUT,2004,3.65,Directed,Arms
DEU,AUT,2005,8.850000000000001,Directed,Arms
DEU,AUT,2006,5.25,Directed,Arms
DEU,AUT,2007,243.5,Directed,Arms
DEU,AUT,2008,190.0,Directed,Arms
DEU,AUT,2009,285.0,Directed,Arms
DEU,AUT,2014,2.1,Directed,Arms
DEU,AUT,2017,6.3,Directed,Arms
DEU,AUT,2018,5.6,Directed,Arms
DEU,AUT,2019,8.4,Directed,Arms
DEU,BEL,2005,0.35,Directed,Arms
DEU,BEL,2006,12.25,Directed,Arms
DEU,BEL,2007,14.0,Directed,Arms
DEU,BEL,2008,14.0,Directed,Arms
